planned_production_tons,active_shovels,shovel_availability_pct,haul_trucks,rainfall_mm,soil_moisture_pct,temperature_c,blasting_delayed,actual_production_tons,shortfall_tons
1000.0,3,83.1,6,5.8,32.6,27.6,0,542.4,457.6
1600.0,4,74.4,8,2.8,18.0,26.2,0,651.9,948.1
1200.0,4,87.0,7,27.5,66.3,20.9,1,453.1,746.9
1200.0,5,81.9,13,0.3,21.8,34.0,0,791.8,408.2
1200.0,3,77.7,6,50.7,95.0,25.5,1,150.0,1050.0
1600.0,6,98.2,14,0.3,18.9,23.6,0,1227.5,372.5
1000.0,6,87.1,16,0.2,18.0,35.7,0,1050.0,0.0
1200.0,3,69.5,7,1.9,22.8,36.3,0,419.8,780.2
1200.0,3,84.6,7,1.3,21.8,38.1,0,513.4,686.6
1400.0,3,92.3,6,2.2,29.4,32.1,0,563.1,836.9
1000.0,4,89.8,9,0.2,26.3,41.5,0,804.6,195.4
1400.0,4,71.0,9,25.2,69.3,42.5,1,321.8,1078.2
1600.0,4,99.0,7,0.5,20.2,39.4,1,608.9,991.1
1200.0,7,80.7,16,10.9,21.6,35.3,0,1192.2,7.8
1400.0,6,70.6,14,98.3,95.0,27.3,1,150.0,1250.0
1600.0,6,71.3,11,2.9,27.5,43.6,0,934.2,665.8
1400.0,5,68.4,9,1.0,27.0,26.6,0,697.9,702.1
1000.0,4,93.1,9,43.4,88.7,24.9,1,563.6,436.4
1200.0,7,69.3,17,9.3,33.5,30.6,0,1002.4,197.6
1400.0,7,69.4,18,4.1,36.7,21.4,0,1026.9,373.1
1200.0,6,94.8,16,4.4,23.4,43.5,0,1207.3,0.0
1400.0,4,77.1,9,33.5,70.8,34.1,1,400.3,999.7
1600.0,5,66.1,14,0.1,18.0,33.4,0,721.7,878.3
1600.0,4,66.8,7,4.2,28.3,35.7,0,534.8,1065.2
1200.0,3,70.0,8,1.9,32.8,31.9,1,203.0,997.0
1000.0,4,72.5,12,0.8,22.5,20.8,0,629.1,370.9
1600.0,3,88.3,7,4.7,28.4,34.7,0,556.2,1043.8
1400.0,3,70.5,9,0.4,18.0,37.2,0,437.5,962.5
1000.0,5,69.2,11,5.6,29.0,30.0,0,697.9,302.1
1600.0,6,91.8,12,6.6,37.6,38.2,0,1173.1,426.9
1400.0,4,88.5,9,0.7,21.8,25.4,0,720.2,679.8
1200.0,3,80.2,6,0.2,20.7,25.3,0,513.8,686.2
1200.0,4,84.2,10,2.9,31.9,23.9,0,704.0,496.0
1200.0,6,75.9,14,70.7,95.0,28.9,1,325.3,874.7
1000.0,6,81.9,16,1.3,30.4,40.3,0,999.1,0.9
1200.0,7,82.7,13,2.7,19.6,39.9,1,992.3,207.7
1400.0,6,78.6,12,0.6,26.3,29.2,1,758.3,641.7
1000.0,5,96.7,9,8.4,42.8,34.1,0,996.1,3.9
1200.0,3,65.6,7,11.5,44.3,37.3,0,386.3,813.7
1200.0,7,92.4,13,0.5,18.0,25.8,0,1260.0,0.0
1200.0,5,69.4,9,2.3,22.2,24.0,0,785.7,414.3
1600.0,4,92.9,8,1.4,22.9,43.3,0,741.3,858.7
1200.0,3,86.6,7,3.7,32.6,34.8,0,596.9,603.1
1200.0,6,94.5,15,0.7,18.0,43.6,0,1179.3,20.7
1400.0,3,68.4,9,4.4,23.4,28.1,1,158.5,1241.5
1200.0,4,84.6,10,1.7,18.0,36.9,1,470.2,729.8
1200.0,7,82.5,18,2.0,20.8,25.3,1,976.4,223.6
1200.0,7,89.7,13,0.9,18.0,26.3,0,1260.0,0.0
1000.0,7,83.7,16,0.5,30.7,32.3,0,1050.0,0.0
1000.0,6,83.9,12,0.2,19.1,27.7,0,1050.0,0.0
1200.0,5,80.0,13,4.6,32.4,24.0,1,579.0,621.0
1200.0,5,75.8,9,0.5,22.9,26.3,1,575.6,624.4
1600.0,3,81.9,6,2.9,26.4,20.9,0,465.2,1134.8
1200.0,6,69.1,16,5.9,27.9,36.9,0,839.2,360.8
1200.0,7,98.7,14,12.8,45.0,31.8,0,1260.0,0.0
1400.0,7,90.0,13,3.1,27.5,22.3,0,1286.0,114.0
1000.0,4,98.3,12,1.1,24.2,24.1,0,829.0,171.0
1400.0,4,72.9,8,0.3,19.4,22.5,0,630.3,769.7
1000.0,7,95.8,18,0.9,21.2,34.7,0,1050.0,0.0
1600.0,7,93.3,13,42.5,88.7,22.3,1,1078.6,521.4
1000.0,6,88.7,11,2.7,27.3,38.1,0,1050.0,0.0
1200.0,5,86.9,14,0.8,23.9,20.5,0,902.2,297.8
1000.0,4,76.1,9,1.5,20.5,26.0,0,594.1,405.9
1600.0,5,93.6,12,0.5,32.5,41.4,0,971.6,628.4
1200.0,6,82.6,12,0.6,20.5,37.2,1,683.7,516.3
1200.0,7,67.5,14,0.1,21.9,21.8,0,980.3,219.7
1000.0,5,76.0,11,5.7,29.6,39.7,0,737.3,262.7
1400.0,7,97.7,15,0.6,32.7,31.8,0,1425.2,0.0
1200.0,7,94.8,15,29.5,64.7,40.3,1,1067.2,132.8
1400.0,3,99.4,9,56.4,95.0,34.4,1,185.8,1214.2
1200.0,5,87.0,13,62.8,95.0,36.4,1,425.0,775.0
1000.0,5,73.7,14,70.6,95.0,43.8,1,150.0,850.0
1000.0,7,70.7,17,0.2,22.9,25.6,0,1050.0,0.0
1200.0,6,71.5,11,0.4,34.4,35.0,0,888.8,311.2
1200.0,3,65.7,10,2.6,27.4,31.0,0,435.5,764.5
1000.0,7,78.7,14,1.0,24.9,20.9,0,1050.0,0.0
1400.0,4,71.7,10,3.1,23.0,20.3,0,611.9,788.1
1200.0,4,79.4,7,2.0,33.6,22.9,0,666.3,533.7
1200.0,3,97.7,6,0.7,32.8,35.6,0,630.2,569.8
1200.0,6,80.1,12,2.6,30.2,33.6,0,1019.7,180.3
1200.0,7,95.7,18,0.3,25.7,33.3,0,1260.0,0.0
1200.0,5,86.2,11,1.9,23.7,20.8,0,932.8,267.2
1000.0,3,73.6,7,5.4,32.0,31.3,0,492.2,507.8
1000.0,6,77.5,11,0.8,19.0,42.2,0,977.5,22.5
1400.0,5,67.9,11,2.3,19.8,29.5,0,725.3,674.7
1600.0,4,76.7,8,5.1,22.3,35.0,0,655.3,944.7
1200.0,4,88.7,9,17.0,49.6,38.7,0,702.9,497.1
1200.0,5,67.5,13,2.3,18.6,38.8,0,746.4,453.6
1400.0,3,72.2,7,1.3,21.4,32.5,0,396.4,1003.6
1200.0,4,78.4,8,0.6,22.7,40.6,0,683.1,516.9
1000.0,7,99.4,18,0.7,28.1,29.4,0,1050.0,0.0
1000.0,5,92.5,9,3.6,24.5,41.3,0,961.0,39.0
1400.0,5,90.7,12,53.4,95.0,25.8,1,491.8,908.2
1400.0,4,69.1,9,6.1,35.9,26.7,0,594.8,805.2
1000.0,3,92.3,6,1.1,18.4,21.3,0,535.9,464.1
1200.0,7,92.5,16,51.8,95.0,39.1,1,1018.0,182.0
1200.0,3,86.0,8,1.2,22.4,30.0,0,544.6,655.4
1400.0,6,99.7,15,4.5,26.3,25.5,1,1057.0,343.0
1000.0,6,76.4,14,2.6,24.5,25.6,0,990.1,9.9
1000.0,4,97.9,12,10.1,37.1,41.6,0,824.5,175.5
1400.0,4,97.0,8,1.0,21.4,40.0,0,790.8,609.2
1000.0,4,65.4,8,4.3,24.2,33.3,0,545.5,454.5
1400.0,6,80.8,13,73.8,95.0,34.8,1,406.1,993.9
1200.0,3,99.2,7,5.1,30.4,31.4,0,676.2,523.8
1000.0,3,68.6,7,1.8,23.9,29.4,0,475.2,524.8
1200.0,4,84.2,12,25.0,62.2,42.0,1,468.0,732.0
1400.0,7,99.3,16,1.7,24.8,23.0,0,1470.0,0.0
1400.0,3,84.4,8,2.8,26.5,30.0,0,461.4,938.6
1400.0,6,71.6,15,0.0,25.0,28.3,0,918.9,481.1
1200.0,5,85.4,14,5.1,36.8,32.0,0,940.4,259.6
1400.0,5,72.2,11,1.5,31.5,31.0,0,776.8,623.2
1200.0,5,83.2,9,1.1,30.3,32.5,0,826.8,373.2
1200.0,7,67.6,17,0.4,26.9,23.4,0,1042.2,157.8
1400.0,4,86.2,7,40.2,92.8,32.3,1,483.1,916.9
1000.0,6,83.1,14,1.7,26.8,25.8,0,1050.0,0.0
1000.0,7,90.9,17,1.3,25.6,24.4,0,1050.0,0.0
1200.0,6,87.1,15,2.8,37.5,21.6,0,1166.9,33.1
1000.0,6,84.2,12,56.6,93.3,38.3,1,624.4,375.6
1000.0,4,89.1,10,8.1,33.1,30.3,0,740.3,259.7
1200.0,5,70.0,12,2.3,31.7,35.0,0,707.0,493.0
1200.0,4,85.8,12,4.1,33.1,37.5,0,747.5,452.5
1400.0,7,71.0,17,0.3,35.3,36.3,0,1078.6,321.4
1400.0,7,97.4,16,1.3,24.4,31.3,0,1433.7,0.0
1200.0,7,67.4,17,84.9,95.0,29.3,1,194.0,1006.0
1200.0,4,80.1,12,2.1,23.5,29.0,0,719.1,480.9
1200.0,6,89.4,16,4.9,31.0,35.4,0,1094.8,105.2
1200.0,6,81.0,12,0.2,30.4,31.9,0,1089.9,110.1
1200.0,3,68.2,9,12.1,48.3,40.4,1,156.3,1043.7
1400.0,7,84.4,16,4.7,28.8,41.0,0,1195.5,204.5
1200.0,6,87.5,14,0.6,24.2,24.1,0,1061.7,138.3
1200.0,3,89.6,9,2.8,23.1,23.3,0,525.8,674.2
1200.0,6,78.1,15,2.0,22.4,35.1,1,647.6,552.4
1200.0,7,84.7,17,4.5,33.9,27.2,0,1229.1,0.0
1600.0,5,80.8,11,0.3,30.5,20.4,0,884.0,716.0
1400.0,7,88.5,16,0.3,19.0,41.3,0,1332.1,67.9
1000.0,4,85.4,12,2.0,26.3,25.4,0,709.7,290.3
1400.0,6,83.4,14,7.3,31.8,42.3,0,1159.5,240.5
1200.0,6,73.7,13,1.3,28.3,37.2,0,920.8,279.2
1400.0,4,65.1,11,1.0,21.5,38.3,0,543.0,857.0
1400.0,4,71.1,8,20.9,43.7,24.8,0,552.5,847.5
1200.0,5,69.1,13,46.3,95.0,25.6,1,448.6,751.4
1000.0,6,80.7,15,12.6,39.3,32.5,0,1027.5,0.0
1200.0,6,86.4,13,20.8,52.2,24.1,0,1047.6,152.4
1200.0,5,72.5,12,0.1,24.3,27.3,0,743.4,456.6
1400.0,3,97.9,9,8.8,36.9,27.7,0,628.0,772.0
1200.0,5,65.2,12,2.4,27.8,23.8,0,666.6,533.4
1000.0,7,92.0,13,4.3,20.3,24.9,0,1050.0,0.0
1400.0,6,86.9,16,0.8,26.0,38.9,0,1122.1,277.9
1600.0,4,78.1,10,0.7,18.0,24.0,0,611.0,989.0
1200.0,7,66.8,14,29.2,69.7,20.7,1,666.2,533.8
1000.0,6,87.0,16,0.1,27.8,35.1,0,1050.0,0.0
1200.0,5,78.5,10,1.2,18.0,43.4,1,667.9,532.1
1000.0,7,97.8,17,19.9,53.6,27.9,0,1050.0,0.0
1600.0,6,84.0,16,2.1,30.4,22.8,1,755.6,844.4
1000.0,3,97.9,8,3.3,24.6,33.7,1,336.2,663.8
1200.0,3,72.7,10,2.4,28.9,41.8,0,493.5,706.5
1200.0,4,90.4,11,2.4,18.0,38.8,0,789.4,410.6
1200.0,6,86.6,13,2.2,30.8,34.9,0,1093.0,107.0
1400.0,3,90.9,6,2.0,25.1,27.6,0,562.8,837.2
1400.0,5,72.5,13,2.6,24.5,33.0,0,762.6,637.4
1200.0,6,88.3,13,1.5,29.2,22.2,0,1086.8,113.2
1000.0,5,82.4,14,0.2,31.0,36.3,0,860.3,139.7
1000.0,5,91.0,14,0.3,24.9,37.4,0,938.4,61.6
1600.0,3,76.4,9,0.6,31.0,43.2,0,478.1,1121.9
1400.0,6,96.2,14,1.7,18.0,26.2,0,1195.6,204.4
1200.0,7,68.0,18,7.8,37.0,20.4,0,1017.2,182.8
1400.0,3,93.3,8,3.0,25.9,33.1,0,616.1,783.9
1400.0,3,95.1,8,3.9,23.9,37.0,1,285.0,1115.0
1000.0,6,93.6,14,1.1,18.0,39.0,0,1050.0,0.0
1600.0,6,82.9,11,1.3,27.0,24.6,1,810.9,789.1
1200.0,5,80.3,11,9.4,40.5,26.3,0,850.1,349.9
1200.0,6,99.9,13,0.5,29.5,32.3,0,1245.5,0.0
1200.0,5,73.0,14,0.2,28.1,27.9,0,814.9,385.1
1000.0,3,84.1,10,2.2,21.5,40.7,0,510.3,489.7
1000.0,4,88.5,10,48.7,95.0,31.4,1,289.4,710.6
1400.0,7,89.5,13,0.5,29.7,39.2,0,1291.3,108.7
1000.0,3,72.1,8,2.1,23.9,33.9,0,511.1,488.9
1400.0,6,87.9,11,3.8,27.8,38.6,0,1096.3,303.7
1200.0,7,93.6,16,109.5,95.0,28.0,1,265.6,934.4
1200.0,4,66.8,8,4.4,36.0,40.0,0,561.6,638.4
1200.0,4,96.9,8,3.0,19.0,26.6,0,849.4,350.6
1200.0,5,66.0,13,7.3,35.6,33.1,0,690.4,509.6
1400.0,7,77.5,16,1.3,21.0,25.1,0,1159.3,240.7
1200.0,5,65.6,14,1.1,18.1,31.4,0,681.7,518.3
1200.0,3,67.7,7,23.6,48.0,27.6,0,447.5,752.5
1200.0,7,96.9,17,2.5,24.7,26.4,0,1260.0,0.0
1400.0,3,77.4,10,1.5,18.0,43.2,0,473.8,926.2
1600.0,5,79.9,10,0.5,23.1,23.8,0,847.6,752.4
1400.0,7,72.5,16,17.2,56.6,38.9,0,1047.3,352.7
1200.0,5,85.9,13,1.9,25.8,43.6,1,593.8,606.2
1000.0,7,85.8,16,4.2,38.2,20.5,0,1050.0,0.0
1200.0,5,78.0,10,3.3,22.1,36.8,0,774.2,425.8
1200.0,4,76.7,11,2.7,19.7,26.1,0,664.8,535.2
1000.0,5,96.0,10,0.3,18.0,21.0,1,745.8,254.2
1200.0,4,78.4,7,3.2,26.5,29.7,0,708.5,491.5
1200.0,5,82.3,10,1.7,38.2,42.4,0,852.3,347.7
1200.0,7,74.9,16,24.4,50.3,20.3,1,843.8,356.2
1400.0,7,92.5,15,6.3,34.6,34.1,0,1308.9,91.1
1000.0,7,78.9,14,0.1,18.7,32.0,0,1050.0,0.0
1000.0,6,83.0,16,4.3,27.3,41.0,0,986.7,13.3
1400.0,3,73.9,7,49.6,90.2,22.0,1,150.0,1250.0
1200.0,7,99.6,13,1.1,28.1,36.4,0,1260.0,0.0
1400.0,4,75.2,11,2.0,24.7,36.3,1,424.8,975.2
1200.0,7,92.0,17,0.4,28.0,36.1,0,1258.2,0.0
1200.0,6,80.0,13,3.4,28.0,42.6,0,1061.7,138.3
1400.0,4,72.2,11,0.0,18.0,39.8,0,604.2,795.8
1400.0,6,93.0,12,1.1,29.2,21.0,1,886.2,513.8
1400.0,4,76.7,9,37.9,68.7,31.3,1,385.1,1014.9
1200.0,5,95.3,12,3.1,18.0,29.6,0,1018.9,181.1
1200.0,3,97.0,6,6.2,26.7,27.4,0,598.2,601.8
1200.0,3,95.1,6,61.8,95.0,30.8,1,150.0,1050.0
1000.0,6,66.2,12,2.8,33.2,29.2,1,561.8,438.2
1600.0,3,92.6,8,21.1,52.9,30.4,0,540.2,1059.8
1000.0,6,79.4,11,0.0,28.2,43.5,0,1013.7,0.0
1600.0,6,95.6,16,7.9,31.1,22.1,0,1182.1,417.9
1200.0,6,87.3,15,17.2,49.4,42.1,0,1042.9,157.1
1000.0,3,94.2,7,27.7,66.0,31.5,1,336.0,664.0
1200.0,6,82.5,11,1.4,27.5,35.0,0,963.2,236.8
1400.0,3,83.7,7,3.3,24.6,39.9,0,574.0,826.0
1400.0,6,70.1,15,9.2,33.9,28.7,0,952.2,447.8
1400.0,7,92.4,16,0.2,20.8,30.3,0,1312.9,87.1
1400.0,6,79.7,12,0.5,18.0,29.8,0,1040.8,359.2
1400.0,4,82.5,8,14.9,44.0,29.0,0,705.2,694.8
1400.0,6,92.5,14,38.8,78.3,42.2,1,938.2,461.8
1200.0,5,86.0,9,33.1,74.6,39.9,1,635.8,564.2
1200.0,6,72.0,11,0.3,22.9,22.6,0,930.6,269.4
1200.0,4,85.7,9,9.1,42.4,22.6,0,718.1,481.9
1600.0,4,79.3,10,19.3,51.3,30.3,0,575.0,1025.0
1600.0,3,81.4,6,0.0,19.2,22.4,0,585.6,1014.4
1000.0,7,66.0,16,14.9,44.6,34.9,0,985.2,14.8
1400.0,6,72.4,15,0.8,26.9,23.4,0,909.8,490.2
1600.0,3,74.8,6,2.8,18.0,32.5,0,446.3,1153.7
1000.0,7,90.0,14,59.9,95.0,20.2,1,825.9,174.1
1200.0,6,65.4,12,2.2,21.8,27.6,0,868.5,331.5
1600.0,5,79.3,12,57.9,95.0,36.3,1,391.9,1208.1
1000.0,6,97.3,14,1.7,27.2,31.6,0,1050.0,0.0
1400.0,4,68.9,9,2.8,26.7,43.5,0,535.2,864.8
1200.0,4,83.1,8,11.2,26.4,41.0,1,424.8,775.2
1600.0,5,92.5,11,2.5,18.0,28.6,0,973.3,626.7
1600.0,3,98.0,6,20.1,50.9,21.1,0,641.7,958.3
1600.0,7,91.1,15,0.6,20.4,40.3,0,1325.2,274.8
1200.0,6,90.2,13,1.4,24.1,41.9,0,1169.2,30.8
1400.0,4,93.9,11,0.5,20.4,39.7,0,748.9,651.1
1400.0,3,80.6,7,5.8,38.4,23.1,0,510.3,889.7
1200.0,5,93.2,12,14.1,31.7,43.9,0,975.2,224.8
1400.0,4,65.3,9,0.7,24.6,26.2,0,495.3,904.7
1000.0,5,97.4,10,1.5,28.4,37.4,0,1020.6,0.0
1200.0,6,80.5,13,1.0,27.0,41.8,0,994.1,205.9
1200.0,7,84.4,13,69.2,95.0,25.7,1,689.9,510.1
1000.0,4,73.9,12,8.9,40.0,41.8,0,606.6,393.4
1000.0,4,91.0,8,1.4,21.1,27.4,0,776.6,223.4
1400.0,6,67.7,11,4.9,23.9,43.4,1,588.2,811.8
1200.0,3,95.5,6,2.1,18.0,26.8,0,610.2,589.8
1400.0,7,94.0,16,0.4,20.8,42.9,0,1367.0,33.0
1000.0,4,72.6,12,2.9,22.5,21.3,0,582.4,417.6
1200.0,7,93.3,18,1.8,30.5,37.0,0,1260.0,0.0
1200.0,4,92.5,10,2.6,24.5,32.8,0,764.8,435.2
1400.0,7,87.1,18,5.5,25.1,31.5,0,1273.4,126.6
1200.0,5,78.1,12,40.8,77.2,25.4,1,580.3,619.7
1400.0,4,74.5,7,5.8,40.6,36.9,0,598.9,801.1
1400.0,7,73.1,17,3.5,27.1,24.6,0,1088.9,311.1
1400.0,3,76.2,6,1.7,20.6,33.3,0,497.6,902.4
1200.0,5,96.6,12,2.3,26.1,26.1,1,779.5,420.5
1000.0,5,67.7,10,59.8,95.0,42.9,1,310.0,690.0
1400.0,3,94.0,6,10.3,35.5,20.7,1,329.6,1070.4
1000.0,7,77.2,17,2.8,29.6,24.8,0,1050.0,0.0
1400.0,6,83.3,11,0.1,28.1,25.8,0,1065.6,334.4
1200.0,3,92.8,10,1.0,18.0,29.9,1,412.1,787.9
1600.0,7,96.0,14,2.4,22.5,25.6,0,1422.5,177.5
1400.0,3,77.1,9,0.1,27.5,31.8,0,551.3,848.7
1600.0,3,81.2,10,0.1,18.6,40.9,0,500.1,1099.9
1200.0,4,79.5,11,8.8,37.2,37.1,0,685.3,514.7
1400.0,7,65.5,18,1.0,19.7,33.9,1,756.2,643.8
1200.0,6,75.4,11,1.4,21.9,22.1,0,930.0,270.0
1200.0,4,81.1,10,0.9,20.6,36.7,0,716.0,484.0
1400.0,3,79.4,6,25.3,63.2,24.0,1,235.5,1164.5
1400.0,3,90.3,7,2.9,27.4,38.9,0,525.5,874.5
1600.0,3,78.5,7,97.1,95.0,26.0,1,150.0,1450.0
1400.0,7,82.1,13,18.5,62.3,30.0,0,1204.1,195.9
1200.0,7,80.0,14,1.0,32.1,28.4,0,1211.2,0.0
1200.0,4,90.9,8,2.2,18.0,40.6,0,691.0,509.0
1400.0,6,95.2,11,0.2,20.1,23.0,0,1206.6,193.4
1200.0,4,83.6,8,110.0,95.0,33.6,1,150.0,1050.0
1000.0,5,92.6,12,0.2,19.4,23.4,0,927.9,72.1
1200.0,3,75.4,6,4.2,38.7,36.9,0,452.8,747.2
1200.0,3,83.9,8,66.4,95.0,41.7,1,150.0,1050.0
1200.0,3,77.1,6,3.5,26.1,30.4,0,515.3,684.7
1200.0,4,79.5,7,3.1,31.0,31.7,0,723.9,476.1
1000.0,4,90.6,8,2.8,25.7,42.3,0,740.8,259.2
1000.0,3,95.9,6,1.6,26.9,32.5,0,575.4,424.6
1600.0,4,69.3,8,11.9,47.8,31.7,0,639.6,960.4
1200.0,7,87.2,16,0.1,25.9,33.9,0,1255.6,0.0
1200.0,7,85.4,16,32.4,71.4,36.5,1,1014.7,185.3
1400.0,4,69.1,8,3.8,36.0,22.6,0,657.2,742.8
1200.0,3,72.4,6,1.7,29.0,39.7,0,482.6,717.4
1600.0,4,75.9,9,46.7,88.4,30.5,1,279.6,1320.4
1400.0,4,70.8,10,0.8,33.1,21.7,0,639.8,760.2
1000.0,4,73.5,10,2.6,29.1,38.9,0,636.0,364.0
1200.0,5,74.4,14,3.0,25.4,29.0,0,808.4,391.6
1400.0,7,76.7,15,76.1,95.0,22.4,1,372.4,1027.6
1600.0,6,91.2,12,1.0,18.0,35.2,0,1190.1,409.9
1200.0,6,85.0,11,3.7,36.0,41.1,0,1085.7,114.3
1400.0,5,99.5,14,2.1,33.8,41.3,0,993.2,406.8
1000.0,4,79.5,8,5.4,30.5,43.0,0,676.4,323.6
1600.0,5,91.4,13,97.2,95.0,40.8,1,150.0,1450.0
1200.0,5,95.5,12,1.8,19.3,20.1,0,1027.8,172.2
1600.0,3,88.8,9,2.2,18.0,29.1,0,551.0,1049.0
1400.0,7,79.4,16,3.5,18.9,39.6,1,960.7,439.3
1400.0,6,91.4,14,8.4,44.7,28.8,0,1168.5,231.5
1200.0,4,72.1,11,21.0,63.8,34.4,1,376.0,824.0
1200.0,6,76.5,15,0.1,18.0,34.6,0,926.7,273.3
1000.0,6,84.1,12,25.1,59.7,28.8,1,862.6,137.4
1200.0,7,85.1,18,1.9,18.4,41.7,0,1229.1,0.0
1000.0,6,65.8,16,2.4,25.5,32.1,1,584.7,415.3
1400.0,6,98.1,15,0.3,30.6,31.2,0,1196.7,203.3
1200.0,5,89.4,10,0.2,27.8,43.9,0,942.4,257.6
1000.0,7,82.3,18,18.9,54.4,31.8,0,1050.0,0.0
1600.0,3,97.7,6,84.2,95.0,24.3,1,150.0,1450.0
1400.0,4,80.4,8,0.9,29.7,32.3,0,745.9,654.1
1600.0,6,99.3,14,0.9,26.6,39.5,0,1276.6,323.4
1600.0,4,82.9,12,35.1,76.7,38.6,1,478.3,1121.7
1000.0,3,69.0,10,0.2,21.7,38.9,1,150.0,850.0
1200.0,4,91.8,10,5.3,31.6,37.0,0,752.1,447.9
1400.0,3,88.8,9,0.7,24.6,26.1,0,575.8,824.2
1400.0,5,92.1,12,2.2,22.7,40.7,0,948.7,451.3
1000.0,6,98.3,16,94.7,95.0,41.4,1,343.5,656.5
1400.0,3,92.2,10,2.8,21.3,24.7,0,583.2,816.8
1200.0,4,86.4,11,1.3,19.3,23.1,0,763.5,436.5
1200.0,6,95.0,14,2.9,25.4,43.4,1,959.5,240.5
1200.0,5,88.6,9,1.1,21.8,40.8,0,920.3,279.7
1200.0,6,79.3,11,0.8,20.1,41.4,0,982.5,217.5
1200.0,3,96.0,9,6.3,28.0,41.3,0,569.4,630.6
1000.0,5,72.8,12,3.5,28.7,33.0,0,802.4,197.6
1400.0,4,90.0,10,18.0,55.9,35.5,0,741.1,658.9
1200.0,5,95.9,10,0.3,22.4,33.1,0,1024.8,175.2
1000.0,5,90.6,14,0.1,21.8,21.2,0,932.9,67.1
1400.0,7,89.4,15,0.1,18.0,37.9,0,1276.3,123.7
1600.0,5,91.3,13,2.0,23.9,32.1,0,978.5,621.5
1400.0,5,81.3,11,3.6,33.3,35.5,0,827.3,572.7
1400.0,6,95.6,13,54.0,95.0,32.1,1,796.7,603.3
1400.0,4,72.1,11,32.2,75.1,31.8,1,330.5,1069.5
1200.0,6,69.5,14,0.1,26.8,24.1,0,857.9,342.1
1000.0,6,75.0,15,1.1,25.9,26.7,0,945.8,54.2
1200.0,3,83.6,7,52.3,95.0,23.8,1,150.0,1050.0
1200.0,6,82.9,16,44.9,90.6,24.7,1,735.3,464.7
1200.0,7,93.7,18,0.2,20.2,43.4,0,1260.0,0.0
1400.0,7,79.2,18,7.7,34.0,23.7,0,1271.7,128.3
1200.0,3,82.0,8,0.6,24.0,26.5,0,531.1,668.9
1000.0,4,65.5,7,36.4,79.7,34.2,1,176.2,823.8
1200.0,4,79.3,11,1.4,24.6,34.6,1,429.4,770.6
1400.0,6,87.7,16,10.6,48.4,23.7,0,1100.2,299.8
1000.0,6,65.5,15,2.0,19.0,39.0,0,804.4,195.6
1400.0,6,74.8,16,6.7,35.8,38.8,0,945.4,454.6
1200.0,4,72.3,10,0.0,21.8,25.7,0,584.6,615.4
1200.0,5,66.5,9,5.8,30.7,26.9,0,709.6,490.4
1200.0,7,81.8,13,5.8,26.7,42.5,1,852.0,348.0
1400.0,5,71.4,14,0.4,27.7,39.8,0,789.3,610.7
1200.0,5,91.0,12,0.3,25.6,36.7,0,900.3,299.7
1400.0,4,94.7,8,1.4,28.2,22.0,1,563.4,836.6
1200.0,5,84.1,13,6.8,33.0,30.0,0,857.4,342.6
1200.0,3,99.4,9,2.0,23.3,33.4,0,636.7,563.3
1400.0,6,80.8,13,1.9,24.5,24.5,0,1011.2,388.8
1400.0,3,83.0,8,0.4,24.7,30.8,0,531.5,868.5
1400.0,7,99.6,15,0.0,18.0,34.4,1,1175.0,225.0
1400.0,6,73.1,16,4.2,32.6,27.9,1,696.9,703.1
1400.0,5,98.0,11,2.2,37.4,38.7,1,789.7,610.3
1400.0,7,66.5,13,8.1,36.5,40.2,1,737.5,662.5
1400.0,6,80.6,15,6.2,29.8,27.8,0,1084.5,315.5
1400.0,5,67.5,11,0.6,22.1,40.1,0,736.4,663.6
1400.0,3,90.5,6,17.3,51.4,22.5,0,560.0,840.0
1400.0,6,86.3,14,0.2,21.0,40.1,0,1132.0,268.0
1400.0,5,89.7,11,5.8,35.1,23.7,0,955.9,444.1
1000.0,3,78.1,10,45.8,89.8,22.0,1,189.2,810.8
1400.0,7,77.9,18,3.3,35.6,35.4,0,1139.3,260.7
1400.0,7,66.6,18,0.9,31.8,31.3,0,927.3,472.7
1000.0,7,77.2,17,19.1,49.0,41.8,0,1050.0,0.0
1400.0,7,97.5,15,2.3,25.0,28.7,0,1400.4,0.0
1000.0,4,78.3,10,0.5,22.6,26.9,0,661.8,338.2
1200.0,6,94.1,13,3.4,27.0,32.0,0,1190.0,10.0
1400.0,6,94.5,15,0.9,18.6,30.9,0,1141.1,258.9
1000.0,4,78.1,7,2.7,20.6,28.3,0,572.5,427.5
1400.0,5,87.1,13,11.4,45.3,36.6,0,966.2,433.8
1400.0,5,68.3,14,20.7,58.4,38.2,0,720.9,679.1
1200.0,7,68.6,13,0.3,27.9,40.5,0,1063.3,136.7
1000.0,3,66.7,10,1.4,23.7,43.3,0,472.7,527.3
1200.0,5,85.3,10,0.7,32.5,26.4,0,921.7,278.3
1400.0,3,79.9,9,3.4,27.1,37.2,1,264.4,1135.6
1600.0,6,84.2,15,0.8,27.5,29.5,0,1046.8,553.2
1400.0,3,83.2,8,1.5,18.0,36.2,0,549.5,850.5
1200.0,6,77.3,13,39.4,79.9,31.4,1,648.1,551.9
1400.0,4,88.7,7,0.5,22.0,43.9,0,724.5,675.5
1200.0,4,91.5,7,2.4,25.2,37.5,0,695.6,504.4
1400.0,7,65.5,16,0.2,18.0,42.9,0,960.1,439.9
